ID,Warehouse_block,Mode_of_Shipment,Customer_care_calls,Customer_rating,Cost_of_the_Product,Prior_purchases,Product_importance,Gender,Discount_offered,Weight_in_gms,ReachedonTime_YN,
6601,D,Ship,6,4,297,5,high,M,6,1631,0,0.927819801
6602,F,Ship,4,3,274,5,low,M,5,1512,0,0.747265816
6603,A,Ship,5,5,246,5,medium,M,6,,0,0.405261702
6604,B,Ship,5,3,221,6,medium,F,3,1960,1,0.24665873
6605,C,Ship,6,3,295,4,low,F,10,1495,0,0.706755688
6606,F,Ship,7,4,259,4,low,M,6,1697,0,0.649881507
6607,D,Ship,4,4,138,3,medium,F,7,1597,1,0.845919613
6608,F,Ship,3,5,250,2,low,F,9,1205,0,0.778189359
6609,A,Ship,5,1,236,6,medium,F,4,1705,0,0.834180355
6610,B,Ship,5,1,267,5,medium,M,10,1505,0,0.897339948
6611,C,Ship,6,4,283,4,medium,M,1,1384,1,0.243515285
6612,F,Ship,7,1,244,4,low,M,8,1817,1,0.650098989
6613,D,Ship,5,2,260,5,low,M,9,1809,1,0.120431188
6614,F,Ship,5,1,276,5,medium,M,5,1358,1,0.511254396
6615,A,Ship,7,3,307,4,low,M,4,1653,0,0.328679761
6616,B,Ship,6,5,266,4,low,M,8,1709,0,0.199573798
6617,C,Ship,5,2,237,5,medium,M,6,1084,0,0.015770767
6618,F,Ship,4,4,251,6,medium,M,4,1869,0,0.567705485
6619,D,Ship,4,1,247,6,low,M,4,1349,1,0.307323753
6620,F,Ship,3,3,279,4,low,M,3,4620,0,0.023211761
6621,A,Ship,5,5,230,3,low,F,10,5163,0,0.89193294
6622,B,Ship,4,5,234,3,low,F,4,5100,1,0.653155757
6623,C,Ship,6,5,152,4,medium,F,8,5351,0,0.843023156
6624,F,Ship,3,4,160,4,medium,M,9,4733,1,0.884314656
6625,D,Ship,3,2,263,3,low,F,3,5303,0,0.045608287
6626,F,Ship,4,1,164,3,low,M,4,5910,0,0.274247261
6627,A,Ship,3,3,209,2,medium,M,1,5098,1,0.478289867
6628,B,Ship,5,1,245,3,low,F,9,4694,0,0.451005791
6629,C,Ship,3,4,172,2,low,M,5,5919,0,0.708553377
6630,F,Ship,2,5,180,6,medium,F,7,4907,1,0.126489397
6631,D,Ship,3,3,145,3,medium,F,8,4522,0,0.5156261
6632,F,Ship,3,4,248,3,medium,F,6,4932,0,0.757336541
6633,A,Ship,5,4,242,3,high,F,4,4805,0,0.60760358
6634,B,Ship,4,3,237,3,medium,F,8,5045,1,0.698907816
6635,C,Ship,4,4,203,2,low,F,4,4793,0,0.983529204
6636,F,Ship,3,4,186,4,low,M,6,4403,0,0.718631467
6637,D,Ship,4,1,155,5,low,F,1,5986,0,0.534182011
6638,F,Ship,3,4,153,4,low,M,5,5604,1,0.499755507
6639,A,Ship,3,2,199,2,medium,M,10,4659,0,0.175380785
6640,B,Ship,4,5,219,3,medium,M,8,,0,0.443820036
6641,C,Ship,4,1,156,2,low,M,8,5488,0,0.242995203
6642,F,Ship,5,5,135,2,low,F,1,4324,1,0.237519727
6643,D,Ship,3,4,244,3,medium,M,2,5389,0,0.258911813
6644,F,Ship,5,1,183,3,low,F,10,5023,0,0.469548351
6645,A,Ship,4,3,258,2,low,F,3,4555,0,0.919514022
6646,B,Ship,6,2,168,2,low,M,3,5853,0,0.002794757
6647,C,Ship,5,1,161,2,medium,F,10,4108,1,0.267338708
6648,F,Ship,4,2,246,2,low,M,2,4497,1,0.557674251
6649,D,Ship,3,3,232,4,medium,M,3,5828,0,0.709845782
6650,F,Ship,3,3,155,2,medium,F,5,5577,0,0.063812509
6651,A,Ship,5,5,162,2,medium,M,6,5868,0,0.322243065
6652,B,Ship,4,3,123,4,medium,M,6,4166,0,0.272966631
6653,C,Ship,3,4,235,2,low,F,10,4575,0,0.896789569
6654,F,Ship,5,1,179,2,low,F,3,5417,0,0.194299655
6655,D,Ship,3,5,202,2,medium,M,3,5746,1,0.61992704
6656,F,Ship,4,5,272,2,medium,F,1,5378,0,0.630935044
6657,A,Ship,4,2,185,3,medium,M,1,5338,0,0.938962157
6658,B,Ship,3,3,188,2,medium,F,2,4336,0,0.295795494
6659,C,Ship,3,2,250,4,low,F,3,5449,1,0.596480695
6660,F,Ship,5,3,224,4,low,M,7,4553,0,0.943241943
6661,D,Ship,4,1,261,3,low,F,10,5943,0,0.977640143
6662,F,Ship,3,1,200,2,medium,M,8,4337,0,0.317495815
6663,A,Ship,4,1,200,4,medium,M,3,5837,0,0.804954786
6664,B,Ship,2,1,143,3,low,M,4,4512,0,0.918804283
6665,C,Ship,3,4,199,3,low,M,7,5089,0,0.494800386
6666,F,Ship,4,5,157,3,medium,M,2,5791,1,0.005268893
6667,D,Ship,3,2,225,3,high,M,5,4304,1,0.45355724
6668,F,Ship,3,3,152,2,medium,M,3,4193,1,0.139845582
6669,A,Ship,4,4,236,2,medium,F,6,5101,1,0.154237095
6670,B,Ship,3,1,266,5,low,M,1,5459,0,0.556085839
6671,C,Ship,3,2,243,4,medium,M,4,4410,1,0.284541515
6672,F,Ship,4,5,224,6,high,F,5,5659,1,0.968281848
6673,D,Ship,3,5,153,4,low,F,10,5897,0,0.465852733
6674,F,Ship,4,2,232,3,medium,F,7,5737,1,0.966399073
6675,A,Ship,3,3,253,3,medium,M,5,4754,1,0.696990599
6676,B,Ship,3,3,150,3,low,M,5,5328,0,0.146814695
6677,C,Ship,4,3,198,2,low,M,5,5724,1,0.647909625
6678,F,Ship,4,4,231,3,low,M,9,4305,1,0.171556799
6679,D,Ship,3,5,135,2,medium,F,9,5614,1,0.557776248
6680,F,Ship,5,4,153,3,low,M,5,4711,1,0.505351059
6681,A,Ship,4,2,201,2,low,M,3,4869,1,0.99893043
6682,B,Ship,4,4,273,2,medium,M,6,5676,1,0.30335558
6683,C,Ship,5,4,245,3,high,M,4,4298,0,0.613865772
6684,F,Ship,4,4,157,2,low,M,9,4491,1,0.133033902
6685,D,Ship,4,3,150,2,high,F,8,4965,1,0.317430071
6686,F,Ship,3,3,243,2,low,M,3,4675,1,0.686614818
6687,A,Road,4,5,105,5,high,M,4,5824,1,0.202227986
6688,B,Road,5,4,221,5,low,M,6,,0,0.421750772
6689,C,Road,3,1,236,6,medium,F,10,4858,0,0.860265402
6690,F,Road,4,4,263,3,medium,M,5,,0,0.370286346
6691,D,Road,3,3,213,2,low,M,10,5495,0,0.230267669
6692,F,Road,6,1,259,3,low,F,3,5683,0,0.856985072
6693,A,Road,4,2,190,3,medium,M,7,4766,0,0.560638828
6694,B,Road,3,5,213,4,medium,M,9,5550,1,0.745172882
6695,C,Road,5,3,261,4,medium,F,5,4623,1,0.843228772
6696,F,Road,3,5,254,3,medium,M,5,4946,0,0.501814284
6697,D,Road,3,4,151,4,medium,F,1,4587,1,0.524065375
6698,F,Road,5,1,187,4,medium,F,9,5657,1,0.248170961
6699,A,Road,4,5,139,2,medium,F,1,4606,0,0.251816305
6700,B,Road,5,2,173,2,high,F,10,4741,0,0.222481913
6701,C,Road,3,3,136,3,low,M,10,5175,0,0.020603532
6702,F,Road,4,1,272,4,high,M,1,5597,0,0.681678657
6703,D,Road,6,4,116,3,low,M,6,,0,0.395795186
6704,F,Road,4,2,181,3,low,M,10,4212,1,0.189788291
6705,A,Road,5,3,230,3,medium,M,4,4914,1,0.722786735
6706,B,Road,2,5,127,3,medium,F,3,5964,0,0.534899871
6707,C,Road,3,1,182,3,low,M,2,5760,0,0.347561613
6708,F,Road,3,1,186,2,medium,F,7,4556,0,0.171122402
6709,D,Flight,5,1,271,4,low,M,3,4610,1,0.60691519
6710,F,Flight,5,3,171,2,medium,F,1,5385,1,0.668142705
6711,A,Flight,4,3,238,2,medium,F,2,5328,0,0.692440037
6712,B,Flight,4,4,184,3,low,M,8,4453,1,0.30614415
6713,C,Flight,5,2,214,2,low,F,8,4767,0,0.753874374
6714,F,Flight,4,4,279,6,medium,M,5,4898,1,0.203511811
6715,D,Flight,3,2,168,4,low,F,1,4184,1,0.279474971
6716,F,Flight,6,4,221,5,medium,M,8,4511,1,0.729483805
6717,A,Flight,3,5,260,3,medium,M,7,5379,1,0.957826563
6718,B,Flight,4,3,204,3,medium,M,2,5010,0,0.27727872
6719,C,Flight,4,2,142,3,medium,F,6,4918,0,0.088926852
6720,F,Flight,4,3,178,3,medium,M,3,,0,0.44936803
6721,D,Flight,2,1,203,3,medium,M,6,4234,0,0.953014766
6722,F,Flight,4,2,180,4,medium,M,9,4329,0,0.750689741
6723,A,Flight,4,4,193,3,medium,F,3,,0,0.420096397
6724,B,Flight,5,4,99,2,high,F,4,,0,0.406614178
6725,C,Flight,3,1,250,3,low,M,1,4347,0,0.75232507
6726,F,Flight,4,1,152,3,medium,F,3,4250,1,0.261622316
6727,D,Flight,4,1,265,2,low,F,10,5418,1,0.798337541
6728,F,Flight,2,3,226,2,medium,M,2,4566,0,0.47744519
6729,A,Flight,3,3,234,3,low,M,3,,0,0.422293798
6730,B,Flight,4,3,225,2,high,F,4,,0,0.380171908
6731,C,Ship,3,5,161,2,medium,M,9,4623,0,0.453951437
6732,F,Ship,5,2,246,3,medium,F,10,5110,0,0.622740572
6733,D,Ship,4,5,162,3,medium,F,10,4850,1,0.866071424
6734,F,Ship,4,4,135,3,medium,M,2,5016,0,0.302355746
6735,A,Ship,4,3,201,2,low,F,10,4875,0,0.272671491
6736,B,Ship,6,4,235,6,low,M,1,5533,1,0.575832626
6737,C,Ship,5,2,214,2,low,F,10,5192,0,0.034627021
6738,F,Ship,6,3,245,5,medium,F,8,5678,1,0.899914461
6739,D,Ship,5,5,192,2,low,M,10,5564,0,0.126474576
6740,F,Ship,5,5,179,5,low,M,3,,1,0.399852709
6741,A,Ship,6,3,210,4,medium,M,9,,0,0.403429101
6742,B,Ship,3,2,209,2,medium,F,2,4635,0,0.117787692
6743,C,Ship,4,2,200,3,medium,M,7,4323,0,0.878217465
6744,F,Ship,6,3,165,5,medium,M,5,4871,0,0.013518441
6745,D,Ship,3,5,168,3,medium,M,7,4296,0,0.184847474
6746,F,Ship,4,4,203,2,low,F,10,5192,0,0.726650717
6747,A,Ship,4,5,202,3,medium,M,8,5416,0,0.716903223
6748,B,Ship,4,2,266,3,medium,F,2,5252,1,0.824355857
6749,C,Ship,2,1,248,6,low,F,2,5182,0,0.461215318
6750,F,Ship,5,3,173,3,low,M,5,5395,0,0.769526415
6751,D,Ship,2,4,156,3,medium,F,8,5668,1,0.568233819
6752,F,Ship,3,5,109,2,high,M,2,,1,0.367420463
6753,A,Ship,3,4,250,3,low,M,6,4830,1,0.643702651
6754,B,Ship,2,4,195,4,medium,M,3,5641,1,0.484683367
6755,C,Ship,4,1,160,5,low,F,10,4018,1,0.336104113
6756,F,Ship,2,5,189,3,low,F,5,5320,0,0.265981937
6757,D,Ship,4,3,239,3,medium,M,9,5897,1,0.50452713
6758,F,Ship,3,3,204,2,medium,F,5,5399,0,0.662093312
6759,A,Ship,4,5,156,3,low,M,5,4610,0,0.922306192
6760,B,Ship,5,2,192,3,high,F,7,5695,1,0.058477904
6761,C,Ship,4,2,233,2,low,M,7,5546,1,0.230571352
6762,F,Ship,5,3,253,3,low,F,3,5944,1,0.598167888
6763,D,Ship,2,1,277,6,low,M,10,4165,0,0.97574386
6764,F,Ship,4,2,211,2,low,F,9,5883,1,0.518050848
6765,A,Ship,6,4,172,6,medium,F,10,5554,1,0.662751574
6766,B,Ship,5,4,211,4,low,F,4,4498,1,0.926459969
6767,C,Ship,2,3,248,4,high,F,2,4521,0,0.066237218
6768,F,Ship,3,4,176,3,medium,M,4,5623,0,0.344687908
6769,D,Ship,4,1,100,6,medium,M,6,5841,0,0.453418917
6770,F,Ship,5,5,195,4,low,F,1,4393,1,0.826336069
6771,A,Ship,3,2,137,3,low,F,4,5617,0,0.030400556
6772,B,Ship,4,4,195,4,medium,M,2,5464,0,0.894386663
6773,C,Ship,2,5,185,3,low,F,9,5810,0,0.062193282
6774,F,Ship,3,1,250,2,medium,F,9,4753,0,0.93360687
6775,D,Ship,3,2,150,3,low,M,2,4660,1,0.818354892
6776,F,Ship,3,1,166,3,medium,F,9,4251,0,0.693537653
6777,A,Ship,4,5,257,2,medium,M,5,4127,0,0.028932807
6778,B,Ship,5,1,249,3,medium,F,5,4392,0,0.844394511
6779,C,Ship,5,5,268,3,medium,F,7,4480,1,0.293707219
6780,F,Ship,4,4,273,3,low,F,3,5749,1,0.227456041
6781,D,Ship,5,5,246,3,medium,F,9,4107,0,0.960213701
6782,F,Ship,5,1,142,6,medium,M,1,4843,1,0.049761988
6783,A,Ship,5,2,168,2,low,M,6,5464,1,0.232212978
6784,B,Ship,5,2,249,3,low,M,9,5978,1,0.798128097
6785,C,Ship,3,1,220,3,medium,F,6,5319,0,0.613090535
6786,F,Ship,4,3,189,2,low,F,7,4765,0,0.50210988
6787,D,Ship,5,2,237,4,low,M,5,5623,1,0.059815123
6788,F,Ship,4,4,247,3,high,F,2,5324,1,0.098699984
6789,A,Ship,3,4,250,6,medium,M,1,4543,1,0.242721134
6790,B,Ship,4,4,207,10,low,F,1,4602,0,0.977489139
6791,C,Ship,4,4,201,10,low,M,3,4202,0,0.245971898
6792,F,Ship,4,2,142,2,low,M,6,5326,0,0.304137371
6793,D,Ship,3,1,207,2,low,M,7,,0,0.417646275
6794,F,Ship,3,1,214,2,high,F,10,4310,0,0.310633313
6795,A,Ship,4,3,134,10,medium,M,8,4337,0,0.208238091
6796,B,Ship,3,4,178,8,medium,F,6,4146,0,0.701407936
6797,C,Ship,4,1,186,2,low,M,4,4686,1,0.610022857
6798,F,Ship,4,4,250,3,low,M,10,4505,0,0.451525137
6799,D,Ship,4,3,172,3,medium,F,10,5434,0,0.967895483
6800,F,Ship,3,4,265,10,low,M,10,4049,0,0.946774558
6801,A,Ship,3,2,158,7,medium,M,10,4244,1,0.111987274
6802,B,Ship,3,1,180,7,medium,M,10,,0,0.358801992
6803,C,Ship,4,2,173,3,high,F,3,5364,0,0.291403323
6804,F,Ship,3,3,153,10,medium,M,10,5772,0,0.310621384
6805,D,Ship,4,4,182,3,high,F,7,5197,0,0.884972762
6806,F,Ship,3,1,192,3,low,F,9,5004,0,0.567901361
6807,A,Ship,6,5,285,7,medium,M,9,4112,0,0.738094721
6808,B,Ship,3,3,151,6,low,F,6,4279,0,0.176987711
6809,C,Ship,3,3,242,2,low,F,7,4501,0,0.633538984
6810,F,Ship,3,1,237,3,medium,F,4,5860,0,0.651310566
6811,D,Ship,5,2,259,5,low,F,7,1032,0,0.263354226
6812,F,Ship,4,3,249,6,low,M,2,1046,1,0.234609258
6813,A,Ship,6,3,289,4,high,F,5,1708,0,0.012423027
6814,B,Ship,6,3,308,5,medium,F,4,1118,0,0.952806906
6815,C,Ship,6,3,297,4,medium,M,2,,0,0.446600806
6816,F,Ship,4,1,255,5,low,F,4,1005,0,0.959184819
6817,D,Ship,6,1,266,4,low,M,9,1287,0,0.767504698
6818,F,Ship,7,2,302,4,low,M,6,1632,0,0.774794115
6819,A,Ship,4,5,223,5,medium,F,6,1579,1,0.46388943
6820,B,Ship,6,5,261,4,low,F,9,1266,1,0.717464746
6821,C,Ship,4,4,273,5,low,M,10,1316,0,0.872158912
6822,F,Ship,6,3,260,4,low,M,9,1131,1,0.965392432
6823,D,Ship,5,2,266,5,low,F,1,1504,1,0.20271264
6824,F,Road,2,1,164,5,low,M,4,1708,0,0.298023983
6825,A,Road,5,3,240,6,medium,F,3,1321,0,0.645500837
6826,B,Road,6,3,305,4,medium,F,9,,1,0.366177484
6827,C,Road,5,4,248,5,low,F,3,1471,1,0.979564261
6828,F,Road,7,3,279,4,medium,M,8,1060,0,0.563397812
6829,D,Road,5,4,244,6,low,F,10,1978,1,0.830417342
6830,F,Road,5,4,267,5,low,M,9,1017,0,0.232250353
6831,A,Road,7,1,275,4,medium,M,7,1754,0,0.791202347
6832,B,Road,5,1,168,2,low,F,10,4240,0,0.265226268
6833,C,Road,5,2,249,3,low,M,2,4696,0,0.768732251
6834,F,Road,3,2,220,3,medium,M,7,4555,1,0.798731727
6835,D,Road,4,4,189,2,low,M,5,4553,0,0.992904828
6836,F,Road,5,2,237,4,low,F,9,5922,0,0.48087576
6837,A,Road,4,3,247,3,high,F,1,5214,0,0.889146124
6838,B,Road,3,3,250,6,medium,M,9,5322,1,0.84057218
6839,C,Road,4,3,207,10,low,F,9,4179,0,0.920356371
6840,F,Road,4,5,201,10,low,F,7,5340,0,0.025360483
6841,D,Road,4,5,142,2,low,M,2,4472,0,0.959693025
6842,F,Road,3,4,207,2,low,M,6,5852,1,0.013366175
6843,A,Road,3,2,214,2,high,F,7,4938,0,0.805324904
6844,B,Road,4,5,134,10,medium,M,5,4244,0,0.452716301
6845,C,Road,3,3,178,8,medium,M,8,4774,1,0.651473855
6846,F,Flight,4,2,186,2,low,M,2,5604,1,0.307932986
6847,D,Flight,4,2,250,3,low,M,5,4488,1,0.183645597
6848,F,Flight,4,1,172,3,medium,F,10,5106,1,0.766503408
6849,A,Flight,3,5,265,10,low,M,6,4380,0,0.315909766
6850,B,Flight,3,1,158,7,medium,F,6,4166,0,0.972676055
6851,C,Flight,3,3,180,7,medium,F,4,5068,1,0.133687502
6852,F,Flight,4,1,173,3,high,M,1,5749,0,0.611627396
6853,D,Flight,3,4,153,10,medium,F,4,5456,1,0.686596356
6854,F,Flight,4,3,182,3,high,F,3,5624,0,0.866380732
6855,A,Flight,3,5,192,3,low,F,7,4056,1,0.169657032
6856,B,Flight,6,3,285,7,medium,M,7,5030,1,0.489325667
6857,C,Flight,3,5,151,6,low,M,8,,1,0.386892019
6858,F,Flight,3,5,242,2,low,M,1,5803,1,0.130539278
6859,D,Flight,3,1,237,3,medium,F,1,4476,1,0.821233397
6860,F,Flight,5,4,259,5,low,M,10,1177,0,0.315569495
6861,A,Flight,4,2,249,6,low,F,9,1673,1,0.90552849
6862,B,Flight,6,4,289,4,high,F,4,1822,0,0.783503223
6863,C,Flight,6,2,308,5,medium,M,4,1303,0,0.337393045
6864,F,Flight,6,3,297,4,medium,M,1,,0,0.352780401
6865,D,Flight,4,3,255,5,low,M,1,1192,0,0.761661291
6866,F,Flight,6,3,266,4,low,F,9,,0,0.411633336
6867,A,Flight,7,1,302,4,low,M,4,1647,0,0.338156939
6868,B,Ship,4,4,223,5,medium,M,1,1124,1,0.609431525
6869,C,Ship,6,4,261,4,low,F,5,1794,1,0.800084599
6870,F,Ship,4,2,273,5,low,F,4,1223,1,0.927270672
6871,D,Ship,6,3,260,4,low,F,10,1140,0,0.072242107
6872,F,Ship,5,2,266,5,low,F,10,1274,1,0.17757551
6873,A,Ship,2,3,164,5,low,M,7,1243,0,0.025213335
6874,B,Ship,5,2,240,6,medium,F,2,1852,1,0.656500878
6875,C,Ship,6,5,305,4,medium,F,9,1072,0,0.595539994
6876,F,Ship,5,2,248,5,low,M,4,,1,0.407356318
6877,D,Ship,7,2,279,4,medium,M,5,1210,0,0.113371269
6878,F,Ship,5,2,244,6,low,M,5,1702,1,0.644222366
6879,A,Ship,5,1,237,5,medium,F,2,1429,1,0.635967049
6880,B,Ship,4,2,251,6,medium,F,1,1154,1,0.119787798
6881,C,Ship,4,4,247,6,low,F,4,1044,0,0.082251374
6882,F,Ship,5,2,262,6,medium,F,4,1532,1,0.642939183
6883,D,Ship,5,3,223,5,medium,M,10,1170,1,0.07999163
6884,F,Ship,5,5,275,5,low,F,3,1145,0,0.034146761
6885,A,Ship,6,3,139,6,medium,F,8,1284,1,0.664026944
6886,B,Ship,4,3,245,6,low,F,3,1155,0,0.294052271
6887,C,Ship,6,3,278,4,high,F,3,1033,0,0.464981692
6888,F,Ship,5,3,243,5,low,M,2,1776,1,0.196330053
6889,D,Ship,7,3,309,4,low,F,1,,1,0.396585355
6890,F,Ship,6,2,279,4,low,M,1,1150,1,0.328693871
6891,A,Ship,6,3,247,4,medium,M,3,1903,0,0.639058578
6892,B,Ship,5,1,235,5,medium,F,6,1059,1,0.643987999
6893,C,Ship,5,5,268,5,medium,F,10,1906,0,0.989120601
6894,F,Ship,6,1,309,4,medium,M,9,1305,0,0.636066896
6895,D,Ship,6,5,308,4,low,M,2,,1,0.44315374
6896,F,Ship,5,5,237,5,high,F,2,1593,1,0.709818909
6897,A,Ship,6,2,291,4,low,M,9,1241,1,0.294797384
6898,B,Ship,4,2,264,5,medium,F,6,1736,1,0.47589279
6899,C,Ship,2,2,212,4,medium,F,3,1284,1,0.09092432
6900,F,Ship,4,5,196,4,low,M,10,1694,1,0.953562282
6901,D,Ship,5,5,260,5,low,F,6,1860,0,0.909978753
6902,F,Ship,6,5,266,4,low,F,6,1201,0,0.135486238
6903,A,Ship,5,2,254,5,high,M,6,1491,1,0.893688721
6904,B,Ship,5,2,249,5,low,F,8,1018,1,0.772826151
6905,C,Ship,6,5,279,4,medium,M,7,,0,0.431178539
6906,F,Ship,6,3,306,4,high,F,5,1261,1,0.082269281
6907,D,Ship,4,5,249,5,medium,M,3,1530,1,0.237749395
6908,F,Ship,6,4,297,4,low,F,9,1249,1,0.23196219
6909,A,Ship,6,1,273,4,low,M,6,1561,0,0.848071938
6910,B,Ship,6,4,299,4,low,F,9,1817,0,0.017808503
6911,C,Ship,5,5,240,5,medium,M,10,,1,0.430367958
6912,F,Ship,5,4,260,6,low,F,2,,0,0.376241186
6913,D,Ship,5,1,251,5,low,F,7,1924,1,0.658203279
6914,F,Ship,5,5,256,5,medium,M,2,1693,1,0.526961224
6915,A,Ship,5,2,226,5,medium,M,5,1659,0,0.610396873
6916,B,Ship,5,3,262,5,low,F,10,1197,1,0.745002601
6917,C,Ship,7,4,261,5,low,M,6,1334,0,0.631760766
6918,F,Ship,2,2,181,2,low,F,6,1324,1,0.110023323
6919,D,Ship,6,1,254,4,medium,F,6,1928,1,0.274642965
6920,F,Ship,6,1,288,4,medium,M,8,1806,1,0.820220492
6921,A,Ship,6,3,245,4,low,M,10,1798,0,0.451456729
6922,B,Ship,5,3,252,2,medium,M,9,1809,0,0.0777292
6923,C,Ship,4,1,293,3,low,M,8,1326,1,0.68363674
6924,F,Ship,5,3,253,4,low,M,9,1729,0,0.549394873
6925,D,Ship,6,1,245,4,low,F,10,1606,0,0.005575065
6926,F,Ship,6,4,247,4,medium,M,3,1946,0,0.861273265
6927,A,Ship,5,4,274,5,low,M,7,1371,1,0.976236319
6928,B,Ship,6,4,283,4,low,F,8,1480,0,0.253836935
6929,C,Ship,6,4,286,4,low,F,8,1690,1,0.211172701
6930,F,Ship,5,4,257,5,low,M,10,1695,1,0.510981589
6931,D,Ship,5,2,258,5,low,F,2,1232,1,0.622189803
6932,F,Ship,4,2,201,3,medium,F,6,5616,1,0.577025727
6933,A,Ship,3,1,231,3,low,M,1,5392,1,0.127871497
6934,B,Ship,4,5,161,2,high,F,5,5133,1,0.258220108
6935,C,Ship,5,1,250,3,low,M,8,5845,0,0.983279691
6936,F,Ship,4,2,169,6,low,F,6,4179,0,0.477530477
6937,D,Ship,4,4,191,2,low,M,1,4318,1,0.06263458
6938,F,Ship,4,2,271,3,medium,F,4,4186,1,0.245965965
6939,A,Ship,5,4,271,3,low,M,3,5218,1,0.473461056
6940,B,Ship,4,2,224,3,low,M,1,5821,0,0.738616339
6941,C,Ship,3,5,276,5,low,F,10,5302,1,0.963955859
6942,F,Ship,4,1,264,2,low,F,3,5258,0,0.727076238
6943,D,Ship,5,2,185,3,low,M,10,4354,0,0.34745846
6944,F,Ship,3,3,253,2,low,M,5,4112,1,0.263315581
6945,A,Ship,3,5,155,4,low,F,1,4432,1,0.677092108
6946,B,Ship,4,1,219,3,low,F,5,5632,0,0.008213487
6947,C,Ship,3,2,204,4,medium,M,7,4768,0,0.218482113
6948,F,Ship,4,1,196,4,low,F,3,5496,0,0.275245688
6949,D,Ship,3,4,205,5,low,F,4,4483,0,0.333763281
6950,F,Ship,3,4,187,3,low,F,9,4725,1,0.927448643
6951,A,Ship,3,1,221,2,medium,F,6,5267,0,0.290921837
6952,B,Ship,5,4,143,3,medium,F,1,,1,0.379557271
6953,C,Ship,5,3,135,3,high,M,4,5858,0,0.941452712
6954,F,Ship,3,1,207,2,low,F,7,5596,0,0.287466264
6955,D,Ship,3,2,245,2,low,F,7,4692,0,0.811391201
6956,F,Ship,5,2,257,3,low,F,2,,1,0.394112567
6957,A,Ship,3,1,186,3,high,F,1,5694,1,0.990773489
6958,B,Ship,5,2,246,3,low,M,2,4054,1,0.520038293
6959,C,Ship,3,4,255,2,low,M,2,,0,0.406330453
6960,F,Ship,5,3,206,3,low,F,1,4645,0,0.958084873
6961,D,Road,3,1,178,4,medium,M,9,4298,0,0.823090697
6962,F,Road,5,2,274,2,low,F,5,,0,0.382591207
6963,A,Road,3,1,269,4,low,F,7,5107,0,0.501409264
6964,B,Road,5,1,282,4,low,F,9,4766,0,0.231828511
6965,C,Road,2,4,108,5,high,M,5,4874,1,0.275205068
6966,F,Road,4,5,268,6,medium,F,7,4709,0,0.88925118
6967,D,Road,2,3,215,2,medium,F,3,5052,1,0.461636059
6968,F,Road,4,1,169,4,low,M,1,5323,0,0.976851673
6969,A,Road,3,4,165,3,low,F,4,4482,0,0.206960516
6970,B,Road,4,4,192,4,low,F,2,5856,1,0.479563536
6971,C,Road,4,3,206,2,low,M,9,5076,1,0.316251144
6972,F,Road,3,5,151,2,medium,M,8,4408,1,0.681559247
6973,D,Road,3,4,150,3,low,F,5,4950,0,0.150988883
6974,F,Road,4,3,250,3,low,M,10,4316,0,0.076242395
6975,A,Road,5,3,168,3,medium,F,2,5986,1,0.884701704
6976,B,Road,4,1,137,2,low,M,3,4657,0,0.208107806
6977,C,Road,6,5,148,4,low,M,1,5216,1,0.304241033
6978,F,Road,6,2,215,5,low,F,7,4057,0,0.078079033
6979,D,Road,4,2,269,2,medium,F,2,,1,0.369897914
6980,F,Road,3,5,139,3,low,F,1,4060,1,0.883492169
6981,A,Road,4,1,205,5,low,M,10,4944,0,0.298419811
6982,B,Road,5,4,212,2,low,F,9,4925,0,0.595799243
6983,C,Flight,3,3,136,2,medium,M,10,5749,0,0.807598542
6984,F,Flight,3,3,231,3,medium,F,4,4088,0,0.041285551
6985,D,Flight,4,4,215,2,low,F,7,5151,1,0.318946175
6986,F,Flight,4,4,179,3,medium,F,3,5624,0,0.562058805
6987,A,Flight,3,2,223,4,medium,M,3,5374,0,0.824758386
6988,B,Flight,3,5,210,3,low,M,6,5566,0,0.882141413
6989,C,Flight,4,5,133,3,high,F,8,5653,1,0.523443678
6990,F,Flight,3,1,187,2,low,F,8,4292,1,0.159112706
6991,D,Flight,4,1,256,2,medium,M,2,5630,0,0.526818602
6992,F,Flight,4,5,138,2,low,M,10,4788,0,0.582573296
6993,A,Flight,3,4,198,3,medium,M,7,4020,0,0.820693332
6994,B,Flight,5,5,256,3,medium,F,6,4145,1,0.474707095
6995,C,Flight,4,3,254,2,low,M,3,5546,0,0.547224854
6996,F,Flight,4,1,267,2,medium,M,9,5230,1,0.978640838
6997,D,Flight,3,2,286,6,high,F,5,5588,0,0.214060019
6998,F,Flight,3,2,215,4,low,F,3,4042,0,0.160107447
6999,A,Flight,5,5,222,3,medium,M,5,4949,0,0.925385464
7000,B,Flight,5,3,267,4,medium,F,1,4837,1,0.937391244
7001,C,Flight,5,5,235,5,low,F,4,5908,1,0.495550961
7002,F,Flight,4,1,181,2,low,M,2,4154,0,0.172667482
7003,D,Flight,4,1,173,4,low,F,5,5530,1,0.031760267
7004,F,Flight,3,5,208,3,low,M,1,4803,0,0.18238318
7005,A,Ship,4,3,221,2,low,F,6,4114,1,0.732583652
7006,B,Ship,3,5,141,2,medium,F,9,,0,0.415375199
7007,C,Ship,4,1,238,3,high,F,4,4910,0,0.058625469
